stim1,stim2,stim3
1982,女歌手在男农民的会客室共进了他自己的晚餐。,-
1983,女厨师在男售货员的单位投掷了她自己的燃烧弹。,+
1984,女厨师在男售货员的单位投掷了他自己的燃烧弹。,-
1985,女会计在男驾驶员的菜市场关怀了她自己的人。,+
1986,女会计在男驾驶员的菜市场关怀了他自己的人。,-
1987,女木匠在男保安的候车厅猥亵了她自己的儿童。,+
1988,女木匠在男保安的候车厅猥亵了他自己的儿童。,-
1989,女店员在男出纳员的小卖部抢劫了她自己的超商。,+
1990,女店员在男出纳员的小卖部抢劫了他自己的超商。,-
1991,女医生在男服务员的候车厅来了她自己的家。,+
1992,女医生在男服务员的候车厅来了他自己的家。,-
1993,女学生在男导演的公交车站通融了她自己的拍卖。,+
1994,女学生在男导演的公交车站通融了他自己的拍卖。,-
1995,女维修工在男经理的车库影响了她自己的智力。,+
1996,女维修工在男经理的车库影响了他自己的智力。,-
1997,女导游在男经理的办公室提高了她自己的语言。,+
1998,女导游在男经理的办公室提高了他自己的语言。,-
1999,女店员在男矿的会客室影响了她自己的金融。,+
2000,女店员在男矿的会客室影响了他自己的金融。,-
